edition,table,year,region,value_thous_rub,raw,is_dash,is_no_data,footnotes
2014,Т_4.5._Объем субсидий_МЭР,2013,Калужская область,146263.743,146263.743,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,Костромская область,75200.0,75200,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,Костромская область,47300.0,47300,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,Курская область,66968.0,66968,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,Курская область,131554.418,131554.418,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,Липецкая область,147457.001,147457.001,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,Липецкая область,156219.677,156219.677,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,Московская область,644870.87,644870.87,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,Московская область,866641.027,866641.027,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,Орловская область,95780.0,95780,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,Орловская область,108523.572,108523.572,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,Рязанская область,271485.0,271485,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,Рязанская область,195112.836,195112.836,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,Смоленская область,280671.0,280671,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,Смоленская область,201299.915,201299.915,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,Тамбовская область,121000.0,121000,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,Тамбовская область,102040.909,102040.909,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,Тверская область,159560.0,159560,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,Тверская область,33400.0,33400,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,Тульская область,178696.0,178696,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,Тульская область,188544.375,188544.375,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,Ярославская область,436387.541,436387.541,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,Ярославская область,240344.3,240344.3,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,г. Москва,1411435.5,1411435.5,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,г. Москва,700000.0,700000,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,Северо-Западный федеральный округ,1376101.0,1376101,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,Северо-Западный федеральный округ,1253522.997,1253522.997,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,Республика Карелия,169378.0,169378,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,Республика Карелия,105419.181,105419.181,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,Республика Коми,56611.0,56611,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,Республика Коми,115711.377,115711.377,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,Архангельская область,244168.0,244168,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,Архангельская область,173126.884,173126.884,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,Ненецкий автономный округ,,-,True,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,Ненецкий автономный округ,4690.0,4690,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,Архангельская область без автономного округа,244168.0,244168,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,Архангельская область без автономного округа,168436.884,168436.884,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,Вологодская область,74000.0,74000,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,Вологодская область,139600.0,139600,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,Калининградская область,142292.0,142292,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,Калининградская область,157344.926,157344.926,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,Ленинградская область,194849.0,194849,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,Ленинградская область,180764.656,180764.656,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,Мурманская область,79000.0,79000,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,Мурманская область,87216.51,87216.51,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2012,Новгородская область,74000.0,74000,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2014,Т_4.5._Объем субсидий_МЭР,2013,Новгородская область,81314.883,81314.883,False,False,1) Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
